M1,M2,M3,M4,M5,M6,M7,M8,M9
0.0,1.0407907,-1.2218649,-0.49156573,-0.5175761,-1.5415437,-1.1978949,0.0,-1.0577459
0.0,-1.4576212,0.7131138,1.3841138,-0.13310057,-1.4433489,-1.0815592,0.0,-1.9756571
0.0,1.3461441,0.8924533,-0.9024892,-0.536498,1.5260538,-1.5109198,0.0,1.7633497
0.0,1.986392,-0.8228979,-0.05057105,0.3824853,0.61266744,2.400899,0.0,0.1277362
0.0,1.6598861,-1.2341331,0.71440715,-0.2714931,1.5607558,1.9831675,0.0,0.091798276
0.0,-1.1435311,0.50221616,-0.82372224,1.049151,1.5152254,1.5496124,0.0,1.8473635
0.0,0.0043967366,0.7061049,0.7302095,-1.5693797,1.3580499,1.5683482,0.0,1.8939272
0.0,1.3502517,-1.21358,-0.050406825,0.1618238,1.1559732,0.4129377,0.0,1.6796933
0.0,-1.3579754,0.54113615,-1.0908395,-1.5448835,1.5083467,0.0711511,0.0,-0.8786951
0.0,-0.6089293,-1.521224,0.16342919,0.53932786,-1.67431,0.10437458,0.0,-1.3756703
0.0,2.0410237,0.8028822,1.0662929,-1.3142153,1.2904512,0.8260684,0.0,-1.4159441
0.0,0.01946917,1.0098864,-0.007084012,0.30360657,-0.18827859,0.60457784,0.0,2.3726645
0.0,-1.0613385,-0.71883243,-0.97751707,-0.18674731,1.4512521,-1.5338799,0.0,-1.812976
0.0,-0.92331076,0.65504706,-0.9751698,-1.428965,-1.7094654,-1.5270451,0.0,0.56116074
0.0,-0.1537759,-1.4285703,-0.42890796,-0.76756406,-1.2838272,-1.0578786,0.0,-1.5507287
0.0,0.71734387,-1.1372805,-0.65194166,1.0778472,-1.1973547,-1.3876791,0.0,-1.8942668
0.0,-1.1417024,0.40369526,-0.8667457,-1.666843,1.0465535,-1.7043482,0.0,0.63539374
0.0,-0.4092183,-1.2008662,-0.76795506,-0.7609106,-2.4570332,0.021053288,0.0,1.6481282
0.0,1.0306913,0.8772141,0.99889994,1.2781714,0.81271714,0.5046459,0.0,1.5571576
0.0,1.7710032,0.77054596,1.1352669,1.2727773,-1.4073036,-0.7550214,0.0,0.68599284
0.0,-1.031533,-0.81636107,-0.7632239,1.3404951,-1.1568311,-1.1724256,0.0,-1.9608582
0.0,0.72774494,-1.3086599,0.7194495,1.0879983,0.81380135,2.255965,0.0,-1.274088
0.0,1.3745979,0.9427346,0.92174184,-1.783446,0.64151454,0.064698935,0.0,1.7007253
0.0,-1.3169441,0.6791971,1.1234357,1.3316064,-0.24459825,-0.023587512,0.0,2.294758
0.0,-1.1435386,0.70841885,0.84976864,-0.15314758,0.9010982,1.5510298,0.0,2.1626925
0.0,-1.490544,0.03188375,-0.8299599,-0.64582074,-1.4798286,2.023229,0.0,-1.4892098
0.0,0.39203086,0.6964638,0.8195356,1.1299444,1.219665,1.292182,0.0,1.6674896
0.0,0.839095,-1.4787781,-0.5077281,-0.28014165,-1.6281854,-0.72219896,0.0,-1.7854624
0.0,1.3689384,0.97590065,0.9373105,0.233424,1.3150353,-0.2298246,0.0,1.8599353
0.0,-0.054492522,-1.5200025,-0.28936064,0.5631969,0.5613781,-1.3608626,0.0,-2.1959724
0.0,0.20615417,0.9102961,-0.12851703,1.5427772,1.5035005,-1.1069124,0.0,2.3590586
0.0,-0.20552334,0.88268435,-0.54869914,-1.598214,-1.1413331,-1.3062315,0.0,-0.75112194
