player_id,player_name,obpi_mean,obpi_median,obpi_matches,obpi_team_names,fifa_player_id,fifa_short_name,fifa_long_name,fifa_positions,fifa_club_name,fifa_league_name,fifa_nationality_name,fifa_version,fifa_update,fifa_update_date,fifa_overall,fifa_potential,fifa_pace,fifa_shooting,fifa_passing,fifa_dribbling,fifa_defending,fifa_physic,fifa_vision,fifa_reactions,match_type,match_confidence
217047,Fares Chaïbi,0.4154131968736257,0.4154131968736257,1,Eintracht Frankfurt,270670,F. Chaïbi,Farès Chaïbi,"LW, RW, ST",Toulouse,Ligue 1,France,23,9,2023-01-13,70,83,73.0,64.0,69.0,71.0,67.0,71.0,73,69,exact_name,1.0
35592,Anis Ben Slimane,0.4138004372468334,0.4138004372468334,1,Tunisia,255210,A. Slimane,Anis Ben Slimane,"CAM, CM",Brøndby,Superliga,Tunisia,23,9,2023-01-13,67,74,66.0,59.0,62.0,69.0,58.0,75.0,67,68,exact_name,1.0
142800,Medon Berisha,0.41152609369965376,0.41152609369965376,1,Albania,271198,M. Berisha,Medon Berisha,CM,Lecce,Serie A,Kosovo,23,9,2023-01-13,59,78,62.0,47.0,58.0,58.0,53.0,65.0,54,64,exact_name,1.0
10287,İlkay Gündoğan,0.4054508228036781,0.40264636011066335,6,Germany,186942,İ. Gündoğan,İlkay Gündoğan,"CM, CDM",Manchester City,Premier League,Germany,23,9,2023-01-13,85,85,64.0,80.0,85.0,85.0,72.0,72.0,86,86,exact_name,1.0
7367,Grejohn Kyei,0.40498013578219694,0.40498013578219694,1,Clermont Foot,222636,G. Kyei,Grejohn Kyei,ST,Clermont,Ligue 1,France,23,9,2023-01-13,69,70,64.0,65.0,51.0,66.0,26.0,80.0,49,69,exact_name,1.0
27569,Jesper Lindstrøm,0.40107101342119356,0.40107101342119356,1,Denmark,245741,J. Lindstrøm,Jesper Grænge Lindstrøm,"CAM, CF, RM",Eintracht Frankfurt,Bundesliga,Denmark,23,9,2023-01-13,77,84,87.0,73.0,70.0,81.0,48.0,63.0,78,70,token_containment,0.94
16559,Leandro Trossard,0.39868437912140725,0.39868437912140725,1,Belgium,207421,L. Trossard,Leandro Trossard,"LM, ST",Brighton & Hove Albion,Premier League,Belgium,23,9,2023-01-13,80,80,82.0,79.0,76.0,83.0,30.0,62.0,77,76,exact_name,1.0
32481,Muhammed Cham Saracevic,0.3960340231833903,0.3960340231833903,2,Clermont Foot,253108,M. Cham,Muhammed-Cham Saračević,CAM,Clermont,Ligue 1,Austria,23,9,2023-01-13,63,74,78.0,60.0,57.0,68.0,25.0,40.0,57,45,exact_name,1.0
8506,Konrad Laimer,0.3958184188595951,0.3958184188595951,1,Austria,225375,K. Laimer,Konrad Laimer,"CDM, CM",RB Leipzig,Bundesliga,Austria,23,9,2023-01-13,83,84,80.0,68.0,78.0,79.0,81.0,78.0,78,80,exact_name,1.0
47619,Anthony Rouault,0.3946364270554323,0.3946364270554323,1,VfB Stuttgart,252512,A. Rouault,Anthony Rouault,CB,Toulouse,Ligue 1,France,23,9,2023-01-13,73,84,60.0,30.0,60.0,56.0,73.0,73.0,48,73,exact_name,1.0
3168,João Filipe Iria Santos Moutinho,0.3945575589204823,0.3945575589204823,1,Portugal,162347,João Moutinho,João Filipe Iria Santos Moutinho,CM,Wolverhampton Wanderers,Premier League,Portugal,23,9,2023-01-13,79,79,43.0,69.0,81.0,78.0,68.0,64.0,81,71,exact_name,1.0
9201,Nikola Dovedan,0.38875667659226204,0.38875667659226204,1,FC Heidenheim,235419,N. Dovedan,Nikola Dovedan,"CF, CAM, RM",Austria Wien,Bundesliga,Austria,23,9,2023-01-13,69,69,80.0,66.0,61.0,74.0,34.0,59.0,56,67,exact_name,1.0
7025,Marek Hamšík,0.3857245784394454,0.40919984221892725,3,Slovakia,171877,M. Hamšík,Marek Hamšík,"CM, CDM",Trabzonspor,Super Lig,Slovakia,23,9,2023-01-13,79,79,64.0,77.0,82.0,80.0,71.0,70.0,83,76,exact_name,1.0
22067,Woo-Yeong Jeong,0.38406261897231986,0.38406261897231986,1,South Korea,239138,Jeong Woo Yeong,정우영 Woo Yeong Jeong,"CAM, CF",SC Freiburg,Bundesliga,Korea Republic,23,9,2023-01-13,72,77,80.0,63.0,66.0,77.0,36.0,63.0,70,69,exact_name,1.0
24272,Luis Milla Manzanares,0.3835002975893438,0.3835002975893438,1,Granada,242201,Luis Milla,Luis Milla Manzanares,"CM, CDM",Getafe,La Liga,Spain,23,9,2023-01-13,79,79,70.0,72.0,77.0,75.0,75.0,74.0,78,79,exact_name,1.0
26297,Carlos Alberto Rodríguez Gómez,0.3812680902333897,0.3812680902333897,1,Mexico,235389,C. Rodríguez,Carlos Alberto Rodríguez Gómez,"CAM, CM",,,Mexico,23,9,2023-01-13,76,79,77.0,67.0,73.0,78.0,66.0,67.0,76,73,exact_name,1.0
16026,Djibril Sow,0.3779823573626456,0.3678700093281403,4,Switzerland,229752,D. Sow,Mohameth Djibril Ibrahima Sow,"CM, CDM",Eintracht Frankfurt,Bundesliga,Switzerland,23,9,2023-01-13,80,82,77.0,69.0,77.0,78.0,77.0,80.0,78,78,token_containment,0.94
16535,Eljif Elmas,0.3761883704950905,0.3761883704950905,2,North Macedonia; RB Leipzig,241390,E. Elmas,Eljif Elmas,"CAM, CM, LW",Napoli,Serie A,North Macedonia,23,9,2023-01-13,78,85,76.0,71.0,74.0,83.0,66.0,69.0,74,73,exact_name,1.0
7801,Antonín Barák,0.37290099607578053,0.3615871483282331,3,Czech Republic,236791,A. Barák,Antonín Barák,"CF, CM",Fiorentina,Serie A,Czech Republic,23,9,2023-01-13,81,81,74.0,79.0,80.0,81.0,65.0,75.0,83,80,exact_name,1.0
7345,Mattéo Guendouzi Olié,0.36187199050986096,0.36187199050986096,2,Marseille; Olympique de Marseille,236496,M. Guendouzi,Mattéo Elias Kenzo Guendouzi Olié,"CM, CDM",Olympique Marseille,Ligue 1,France,23,9,2023-01-13,80,86,76.0,68.0,79.0,78.0,77.0,81.0,82,79,token_containment,0.94
3491,Dimitri Payet,0.3607446315829155,0.3607446315829155,1,Olympique de Marseille,177388,D. Payet,Dimitri Payet,"CAM, LW, CF",Olympique Marseille,Ligue 1,France,23,9,2023-01-13,80,80,70.0,77.0,82.0,81.0,40.0,65.0,85,75,exact_name,1.0
28559,Enner Remberto Valencia Lastra,0.35790467556114625,0.35790467556114625,1,Ecuador,220295,E. Valencia,Enner Remberto Valencia Lastra,"ST, LW, RW",Fenerbahçe,Super Lig,Ecuador,23,9,2023-01-13,77,77,87.0,76.0,67.0,75.0,48.0,78.0,65,73,exact_name,1.0
22026,Michal Sadílek,0.35529587797528933,0.35529587797528933,1,Czech Republic,245209,M. Sadílek,Michal Sadílek,"CDM, CM, LB",FC Twente,Eredivisie,Czech Republic,23,9,2023-01-13,75,80,73.0,61.0,70.0,73.0,72.0,78.0,65,72,exact_name,1.0
22600,Lucas Tolentino Coelho de Lima,0.34651579906760877,0.34651579906760877,1,Lyon,233927,Lucas Paquetá,Lucas Tolentino Coelho de Lima,"CAM, CM",West Ham United,Premier League,Brazil,23,9,2023-01-13,82,87,72.0,77.0,79.0,85.0,69.0,77.0,82,81,exact_name,1.0
65726,Themba Zwane,0.3340482761962035,0.3340482761962035,1,South Africa,222560,T. Zwane,Themba Zwane,"CAM, LW, RW",Mamelodi Sundowns,Premier League,South Africa,23,9,2023-01-13,75,75,78.0,69.0,71.0,76.0,49.0,63.0,80,72,exact_name,1.0
28616,Daniel-Kofi Kyereh,0.3333333333333333,0.3333333333333333,1,Ghana,244112,D. Kyereh,Daniel-Kofi Kyereh,"CAM, ST",SC Freiburg,Bundesliga,Ghana,23,9,2023-01-13,75,78,81.0,72.0,66.0,81.0,24.0,62.0,71,74,exact_name,1.0
12303,Kevin Stöger,0.33020404479861004,0.33020404479861004,1,Bochum,204497,K. Stöger,Kevin Stöger,"CM, CAM, CDM",VfL Bochum 1848,Bundesliga,Austria,23,9,2023-01-13,74,74,56.0,68.0,79.0,75.0,46.0,63.0,80,78,exact_name,1.0
3193,Bernardo Mota Veiga de Carvalho e Silva,0.3264881931250001,0.3264881931250001,1,Portugal,218667,Bernardo Silva,Bernardo Mota Veiga de Carvalho e Silva,"CAM, CM",Manchester City,Premier League,Portugal,23,9,2023-01-13,88,88,74.0,78.0,84.0,92.0,66.0,68.0,85,87,exact_name,1.0
7039,Hakan Çalhanoğlu,0.31658419831877993,0.31658419831877993,1,Turkey,208128,H. Çalhanoğlu,Hakan Çalhanoğlu,CM,Inter,Serie A,Turkey,23,9,2023-01-13,84,84,67.0,80.0,85.0,86.0,68.0,64.0,86,84,exact_name,1.0
51094,Abdulelah Al Amri,0.3116770562295,0.3116770562295,1,Saudi Arabia,241197,A. Al Amri,Abdulelah Ali Al-Amri,"CB, RB",Al Nassr,Pro League,Saudi Arabia,23,9,2023-01-13,71,76,70.0,30.0,50.0,48.0,68.0,82.0,41,68,token_containment,0.94
7294,Yoane Wissa,0.30794567628615804,0.30794567628615804,1,Congo DR,234824,Y. Wissa,Yoane Wissa,"LW, ST",Brentford,Premier League,Congo DR,23,9,2023-01-13,75,76,86.0,74.0,65.0,76.0,28.0,68.0,68,70,exact_name,1.0
45115,Enzo Millot,0.29893223966155746,0.29893223966155746,1,VfB Stuttgart,252259,E. Millot,Enzo Camille Alain Millot,"CAM, CM",VfB Stuttgart,Bundesliga,France,23,9,2023-01-13,67,79,65.0,60.0,66.0,71.0,52.0,42.0,67,64,token_containment,0.94
18244,Grady Diangana,0.29184115809548483,0.29184115809548483,1,Congo DR,231436,G. Diangana,Grady Diangana,"LM, ST, RM",West Bromwich Albion,Championship,England,23,9,2023-01-13,70,76,83.0,60.0,63.0,73.0,27.0,57.0,67,67,exact_name,1.0
64629,Thabang Amod Monare,0.2877039983256352,0.2877039983256352,1,South Africa,259281,T. Monare,Thabang Amod Monare,"CM, CDM, RM",Orlando Pirates,Premier League,South Africa,23,9,2023-01-13,66,66,74.0,66.0,66.0,68.0,67.0,64.0,65,61,exact_name,1.0
22319,Romain Faivre,0.26912098753668595,0.26912098753668595,1,Lorient,242577,R. Faivre,Romain Faivre,"RM, CM, CAM",Olympique Lyonnais,Ligue 1,France,23,9,2023-01-13,77,83,74.0,73.0,76.0,79.0,62.0,67.0,78,75,exact_name,1.0
7117,Filip Đuričić,0.2651672646557646,0.2651672646557646,1,Serbia,193881,F. Đuričić,Filip Đuričić,"CAM, LM",Sampdoria,Serie A,Serbia,23,9,2023-01-13,75,75,71.0,69.0,74.0,78.0,42.0,60.0,77,74,exact_name,1.0
24959,Enzo Le Fée,0.21652125539128816,0.21652125539128816,1,Lorient,246350,E. Le Fée,Enzo Jérémy Le Fée,"CM, CAM, RM",Lorient,Ligue 1,France,23,9,2023-01-13,76,83,60.0,56.0,77.0,78.0,60.0,49.0,79,73,token_containment,0.94
4872,Eduard Sobol,0.18040915257208323,0.18040915257208323,1,Ukraine,213928,E. Sobol,Eduard Sobol,"LB, LM",Club Brugge,Jupiler Pro League,Ukraine,23,9,2023-01-13,73,74,77.0,64.0,67.0,70.0,70.0,72.0,65,69,exact_name,1.0
5492,Samuel Yves Umtiti,0.11111111111111108,0.11111111111111108,1,Barcelona,205600,S. Umtiti,Samuel Yves Umtiti,CB,Lecce,Serie A,France,23,9,2023-01-13,79,79,63.0,62.0,68.0,67.0,79.0,75.0,58,75,exact_name,1.0
